label,lat,long,group
"Makerere University Biomedical Research Centre (MakBRC),<br>Bodastage Solutions,<br>Central Public Health Laboratories (CPHL),<br>National Animal Disease Diagnostics and Epidemiology Centre (NADDEC), &<br>the Ministry of Water and Environment (MWE)", 0.3428638649462312, 32.576350405018292,away
"The Roslin Institute, University of Edinburgh", 55.865852189823734, -3.1985893204886238,away
"Fondazione IRCCS Ca’ Granda Ospedale Maggiore Policlinico &<br>Fondazione Istituto Nazionale Genetica Molecolare-INGM", 45.45904126293855, 9.19496993836112,away
"Université de Lomé", 6.180003536486156, 1.2118756633652459,away
"Fondation Mérieux", 45.75333116767271, 4.827922065654998,away
"Danmarks Tekniske Universitet", 55.78738434753302, 12.51936083873146,home
